45680,"South Point, OH 45680, USA",23920,"Brodnax, VA 23920, USA",630474,38.4673325,-82.5501589,36.750502,-77.9606309,30
23920,"Brodnax, VA 23920, USA",39067,"Ethel, MS 39067, USA",1290387,36.750502,-77.9606309,33.1026101,-89.4198785,23
25107,"Hernshaw, WV 25107, USA",47281,"Vallonia, IN 47281, USA",499910,38.2184811,-81.61583639999999,38.77986,-86.073545,15
47281,"Vallonia, IN 47281, USA",80474,"Rollinsville, CO 80474, USA",1870443,38.77986,-86.073545,39.9172209,-105.4991267,25
80474,"Rollinsville, CO 80474, USA",72717,"Canehill, AR 72717, USA",1355641,39.9172209,-105.4991267,35.8098347,-94.4144999,29
72717,"Canehill, AR 72717, USA",06455,"Middlefield, CT 06455, USA",2341453,35.8098347,-94.4144999,41.5110586,-72.7148223,41
06455,"Middlefield, CT 06455, USA",22066,"Great Falls, VA 22066, USA",553184,41.5110586,-72.7148223,39.0197983,-77.3091982,27
22066,"Great Falls, VA 22066, USA",48334,"Farmington, MI 48334, USA",849889,39.0197983,-77.3091982,42.5049417,-83.3467266,27
48334,"Farmington, MI 48334, USA",55707,"Barnum, MN 55707, USA",1247061,42.5049417,-83.3467266,46.5425633,-92.666257,27
55707,"Barnum, MN 55707, USA",14004,"Alden, NY 14004, USA",1692005,46.5425633,-92.666257,42.8844807,-78.49654029999999,25
14004,"Alden, NY 14004, USA",81411,"Bedrock, CO 81411, USA",3121617,42.8844807,-78.49654029999999,38.3103385,-108.9506553,29
97361,"Hernshaw, WV 25107, USA",04497,"Vallonia, IN 47281, USA",499910,38.2184811,-81.61583639999999,38.77986,-86.073545,15
04497,"Vallonia, IN 47281, USA",54915,"Rollinsville, CO 80474, USA",1870443,38.77986,-86.073545,39.9172209,-105.4991267,25
54915,"Rollinsville, CO 80474, USA",36042,"Canehill, AR 72717, USA",1355641,39.9172209,-105.4991267,35.8098347,-94.4144999,29
36042,"Canehill, AR 72717, USA",94043,"Middlefield, CT 06455, USA",2341453,35.8098347,-94.4144999,41.5110586,-72.7148223,41
94043,"Middlefield, CT 06455, USA",38017,"Great Falls, VA 22066, USA",553184,41.5110586,-72.7148223,39.0197983,-77.3091982,27
38017,"Great Falls, VA 22066, USA",28124,"Farmington, MI 48334, USA",849889,39.0197983,-77.3091982,42.5049417,-83.3467266,27
28124,"Farmington, MI 48334, USA",97707,"Barnum, MN 55707, USA",1247061,42.5049417,-83.3467266,46.5425633,-92.666257,27
97707,"Barnum, MN 55707, USA",04022,"Alden, NY 14004, USA",1692005,46.5425633,-92.666257,42.8844807,-78.49654029999999,25
04022,"Alden, NY 14004, USA",72111,"Bedrock, CO 81411, USA",3121617,42.8844807,-78.49654029999999,38.3103385,-108.9506553,29
77659,"Sour Lake, TX 77659, USA",36613,"Eight Mile, AL 36613, USA",666902,30.1539981,-94.4183944,30.8144171,-88.1876109,19
36613,"Eight Mile, AL 36613, USA",80745,"Padroni, CO 80745, USA",2280549,30.8144171,-88.1876109,40.9250941,-103.4965736,55
80745,"Padroni, CO 80745, USA",64145,"Kansas City, MO 64145, USA",953076,40.9250941,-103.4965736,38.8817084,-94.5982476,25
64145,"Kansas City, MO 64145, USA",57748,"Howes, SD 57748, USA",1128481,38.8817084,-94.5982476,44.59588900000001,-102.1163444,14
57748,"Howes, SD 57748, USA",16622,"Calvin, PA 16622, USA",2394832,44.59588900000001,-102.1163444,40.3229529,-78.0480374,27
16622,"Calvin, PA 16622, USA",76651,"Italy, TX 76651, USA",2251878,40.3229529,-78.0480374,32.190448,-96.900462,38
76651,"Italy, TX 76651, USA",28701,"Alexander, NC 28701, USA",1608450,32.190448,-96.900462,35.7004155,-82.63918939999999,20
28701,"Alexander, NC 28701, USA",38736,"Doddsville, MS 38736, USA",1003012,35.7004155,-82.63918939999999,33.6416503,-90.5839513,20
38736,"Doddsville, MS 38736, USA",27845,"Jackson, NC 27845, USA",1469535,33.6416503,-90.5839513,36.352535,-77.408394,23
14009,"Arcade, NY 14009, USA",05902,"Beecher Falls, VT 05902, USA",833432,42.5666815,-78.4175721,45.004298,-71.492459,30
05902,"Beecher Falls, VT 05902, USA",70131,"New Orleans, LA 70131, USA",2750168,45.004298,-71.492459,29.8929452,-89.91438140000001,41
70131,"New Orleans, LA 70131, USA",33982,"Punta Gorda, FL 33982, USA",1263897,29.8929452,-89.91438140000001,26.8840012,-81.7351978,14
33982,"Punta Gorda, FL 33982, USA",43527,"Holgate, OH 43527, USA",1925847,26.8840012,-81.7351978,41.2302593,-84.1137052,26
43527,"Holgate, OH 43527, USA",70071,"Lutcher, LA 70071, USA",1624047,41.2302593,-84.1137052,30.057679,-90.7097723,30
70071,"Lutcher, LA 70071, USA",14607,"Rochester, NY 14607, USA",2168166,30.057679,-90.7097723,43.1476678,-77.59072909999999,19
14607,"Rochester, NY 14607, USA",30710,"Cohutta, GA 30710, USA",1369036,43.1476678,-77.59072909999999,34.9551489,-84.9219021,22
30710,"Cohutta, GA 30710, USA",22509,"Loretto, VA 22509, USA",940338,34.9551489,-84.9219021,38.0860081,-77.0490718,24
22509,"Loretto, VA 22509, USA",18801,"Montrose, PA 18801, USA",557411,38.0860081,-77.0490718,41.8020513,-75.9465349,17
65068,"Prairie Home, MO 65068, USA",97444,"Gold Beach, OR 97444, USA",3345747,38.8115935,-92.5991547,42.4198427,-124.3093905,38
97444,"Gold Beach, OR 97444, USA",68327,"Chester, NE 68327, USA",2866239,42.4198427,-124.3093905,40.0370836,-97.63296249999999,32
68327,"Chester, NE 68327, USA",19034,"Fort Washington, PA 19034, USA",2099977,40.0370836,-97.63296249999999,40.1389778,-75.19535619999999,32
19034,"Fort Washington, PA 19034, USA",45845,"Fort Loramie, OH 45845, USA",911945,40.1389778,-75.19535619999999,40.3258353,-84.38708989999999,25
45845,"Fort Loramie, OH 45845, USA",08043,"Voorhees Township, NJ 08043, USA",923726,40.3258353,-84.38708989999999,39.8377746,-74.9326525,32
08043,"Voorhees Township, NJ 08043, USA",56088,"Truman, MN 56088, USA",1997759,39.8377746,-74.9326525,43.8181952,-94.43879319999999,22
56088,"Truman, MN 56088, USA",61548,"Metamora, IL 61548, USA",711610,43.8181952,-94.43879319999999,40.7904987,-89.3607605,17
61548,"Metamora, IL 61548, USA",01107,"Springfield, MA 01107, USA",1630674,40.7904987,-89.3607605,42.11577,-72.60633330000002,18
01107,"Springfield, MA 01107, USA",54212,"Fish Creek, WI 54212, USA",1871919,42.11577,-72.60633330000002,45.0972331,-87.22949589999999,26
53533,"Dodgeville, WI 53533, USA",76550,"Lampasas, TX 76550, USA",1835828,42.9822659,-90.1864037,31.1389467,-98.2615467,32
76550,"Lampasas, TX 76550, USA",67552,"Lewis, KS 67552, USA",839908,31.1389467,-98.2615467,37.8253132,-99.2342121,26
67552,"Lewis, KS 67552, USA",98284,"Sedro-Woolley, WA 98284, USA",2892719,37.8253132,-99.2342121,48.5406886,-122.1271615,34
98284,"Sedro-Woolley, WA 98284, USA",24015,"Roanoke, VA 24015, USA",4516805,48.5406886,-122.1271615,37.2516232,-79.9808272,49
